jd_text,cv_text,score,type
"Join our team as an Intern/Fresher Full-stack Developer. You'll contribute to web applications using C#, ASP.NET Core, SQL, HTML, CSS, and JavaScript. Exposure to Go, AWS, and Docker is a plus, showing eagerness to learn and grow in a dynamic environment.","Role: Full-stack Developer (Intern/Fresher). Skills: C#, Python, SQL, JavaScript, Dart, ASP.NET Core, HTML, CSS, Flutter, .NET Framework, Pandas.",0.6,Partial
"Seeking an Intern Java Developer passionate about backend systems. Work with Java, Spring Boot, Hibernate, and Spring Data JPA, contributing to enterprise applications. Experience with Android development is valued. Familiarity with Kafka, Kubernetes, and Azure is a bonus.","Role: Intern Java Developer (Intern). Skills: Java, Python, C#, Spring MVC, Spring Boot, Hibernate, Android, Spring Data JPA, ASP.NET MVC, Thymeleaf, Winform.",0.6,Partial
"Intern AI Engineer wanted to develop innovative machine learning solutions. Utilize Python and LangChain for LLM applications. An understanding of PyTorch, AWS SageMaker, and FastAPI is a plus. Collaborate on cutting-edge projects and expand your AI skills.","Role: AI Engineer (Intern). Skills: Python, SQL, LangChain, Streamlit.",0.6,Partial
"Seeking an Intern/Fresher Software Developer to build dynamic web experiences. Proficiency in HTML, CSS, JavaScript, React, and Node.js is required. Knowledge of TypeScript, Next.js, and GCP will be highly beneficial. Contribute to impactful frontend and backend development.","Role: Software Developer (Intern/Fresher). Skills: HTML, CSS, JavaScript, PHP, Dart, Node.js, React, Tailwind CSS, Express, Flutter.",0.6,Partial
"Intern AI/ML/Network Security Engineer to assist in developing secure intelligent systems. Strong Python skills are essential. Experience with TensorFlow, cybersecurity frameworks (NIST), and Go is highly advantageous. Contribute to innovative solutions at the intersection of AI and security.","Role: AI/ML/Network Security Engineer (Intern). Skills: Python, SQL.",0.6,Partial
"Seeking a Senior Full-stack Development Lead with 7+ years experience. Must excel in architecting solutions using C#, ASP.NET Core, SQL, and JavaScript. Lead critical projects, mentor teams, and leverage Flutter, Dart, Python, and Pandas. Deep expertise in .NET Framework and modern web technologies is essential for this leadership role.","Role: Full-stack Developer (Intern/Fresher). Skills: C#, Python, SQL, JavaScript, Dart, ASP.NET Core, HTML, CSS, Flutter, .NET Framework, Pandas.",0.2,Seniority_Mismatch
"Senior Java Development Lead sought, 7+ years experience. Drive complex projects utilizing Java, Spring Boot, Spring MVC, Hibernate, and Spring Data JPA. Architect robust backend systems and guide development teams. Proficiency in Android, C#, ASP.NET MVC, Thymeleaf, and Winforms will be highly valued for this role.","Role: Intern Java Developer (Intern). Skills: Java, Python, C#, Spring MVC, Spring Boot, Hibernate, Android, Spring Data JPA, ASP.NET MVC, Thymeleaf, Winform.",0.2,Seniority_Mismatch
"Senior AI Engineer Lead required with 7+ years experience. Champion advanced AI projects, architect scalable Python-based solutions, and oversee implementation. Must possess deep expertise in SQL, LangChain, and Streamlit. Lead a dynamic team, driving innovation in artificial intelligence and machine learning applications.","Role: AI Engineer (Intern). Skills: Python, SQL, LangChain, Streamlit.",0.2,Seniority_Mismatch
"Senior Software Development Manager (7+ years experience) needed. Lead diverse development teams, guiding projects from concept to deployment. Proficient in Node.js, React, Express, HTML, CSS, JavaScript, and Tailwind CSS. Drive innovative solutions using Flutter/Dart and PHP. Architect highly scalable and responsive web applications.","Role: Software Developer (Intern/Fresher). Skills: HTML, CSS, JavaScript, PHP, Dart, Node.js, React, Tailwind CSS, Express, Flutter.",0.2,Seniority_Mismatch
Senior AI/ML/Network Security Lead with 7+ years experience. Architect and implement cutting-edge security solutions leveraging AI/ML. Must possess expert-level Python skills for complex algorithm development and advanced SQL for data analysis. Lead critical security projects and mentor a high-performing engineering team.,"Role: AI/ML/Network Security Engineer (Intern). Skills: Python, SQL.",0.2,Seniority_Mismatch
"Seeking an Intern Embedded Systems Engineer to develop firmware for IoT devices. Responsibilities include C/C++ programming for microcontrollers, integrating sensor data, and debugging hardware interfaces like SPI/I2C. Experience with RTOS, bare-metal programming, and electrical schematics is a plus. Join our team to innovate in device intelligence!","Role: Full-stack Developer (Intern/Fresher). Skills: C#, Python, SQL, JavaScript, Dart, ASP.NET Core, HTML, CSS, Flutter, .NET Framework, Pandas.",0.1,Tech_Mismatch
"Intern Game Developer needed! Contribute to our next-gen gaming experiences. You'll work with Unity/Unreal Engine, C++, and implement game logic. Familiarity with 3D modeling pipelines, shader development, and multiplayer networking principles is a bonus. Bring your passion for creating immersive virtual worlds!","Role: Intern Java Developer (Intern). Skills: Java, Python, C#, Spring MVC, Spring Boot, Hibernate, Android, Spring Data JPA, ASP.NET MVC, Thymeleaf, Winform.",0.1,Tech_Mismatch
"Intern DevOps Engineer sought! Help streamline our deployment pipelines. You'll automate infrastructure using Terraform, manage containers with Docker/Kubernetes, and implement CI/CD workflows. Experience with cloud platforms like AWS or Azure and scripting in Bash is highly valued. Optimize our development lifecycle.","Role: AI Engineer (Intern). Skills: Python, SQL, LangChain, Streamlit.",0.1,Tech_Mismatch
"Fresher Data Engineer desired! Contribute to building robust data pipelines. You'll work with Scala, Apache Spark, and Kafka for large-scale data processing. Experience with ETL tools, data warehousing concepts, and cloud data platforms (e.g., Databricks, Snowflake) is beneficial. Help us manage vast datasets!","Role: Software Developer (Intern/Fresher). Skills: HTML, CSS, JavaScript, PHP, Dart, Node.js, React, Tailwind CSS, Express, Flutter.",0.1,Tech_Mismatch
"Intern Aerospace Software Engineer wanted! Develop safety-critical systems. Responsibilities include programming in Ada or C++ for real-time embedded platforms (e.g., VxWorks). Familiarity with DO-178C standards, avionics protocols, and hardware-in-the-loop testing is a strong asset. Join us in shaping the future of flight!","Role: AI/ML/Network Security Engineer (Intern). Skills: Python, SQL.",0.1,Tech_Mismatch
"Seeking a Junior Backend Developer with strong proficiency in Dart, Python, C, C#, and Java. Experience with Flutter, Node.js, and Android development is essential. Join our team to build robust backend solutions. Candidates should be eager to contribute to innovative projects and grow their skills in a dynamic environment.","Role: Backend Developer (Junior). Skills: Dart, Python, C, C#, Java, Flutter, Node.js, Android.",1.0,Positive
"We are looking for an Intern/Fresher Software Engineer proficient in Java, JavaScript, and C#. The ideal candidate will have hands-on experience with React.js, Node.js, and Express.js. Familiarity with Unity is a plus. This role offers an opportunity to work on exciting projects, enhance your development skills, and contribute to our innovative software solutions.","Role: Software Engineer (Intern/Fresher). Skills: Java, JavaScript, C#, React.js, Node.js, Express.js, Unity.",1.0,Positive
"Hiring a Network Security Intern with a foundational understanding of C#, Python, and JavaScript. Experience with PyTorch and Windows Forms development is highly valued for this role. You will assist in securing network infrastructures, analyzing threats, and implementing security protocols. This internship offers hands-on experience in a critical cybersecurity environment.","Role: Network Security Intern (Intern). Skills: C#, Python, JavaScript, PyTorch, Windows Forms.",1.0,Positive
"Seeking a Fresher Full-Stack Developer skilled in Java, PHP, JavaScript, HTML, and CSS. Must have practical experience with Spring Boot, Laravel, React, React Router, Axios, and Redux. This role involves developing and maintaining both front-end and back-end applications. Join our team to build scalable web solutions and advance your career.","Role: Full-Stack Developer (Fresher). Skills: Java, PHP, JavaScript, HTML, CSS, Spring Boot, Laravel, React, React Router, Axios, Redux.",1.0,Positive
"We need a Fresher Mobile Developer with expertise in Dart, JavaScript, TypeScript, and Java. Essential skills include Flutter, NestJS, React-Native, and React-Dom. Experience with GetX, Provider, Riverpod, and Spring is also required. Join us to develop cutting-edge mobile applications, contributing to innovative user experiences across various platforms.","Role: Mobile Developer (Fresher). Skills: Dart, JavaScript, TypeScript, Java, Flutter, NestJS, React-Native, React-Dom, GetX, Provider, Riverpod, Spring.",1.0,Positive
"Junior Backend Developer to design and implement robust server-side logic. Requires expertise in Python, Java, Node.js, and C#. Experience with Go, AWS cloud services, and Docker containerization is a plus. Collaborate on scalable microservices architectures and maintain API integrity. Join our dynamic team for impactful backend solutions.","Role: Backend Developer (Junior). Skills: Dart, Python, C, C#, Java, Flutter, Node.js, Android.",0.6,Partial
"Intern/Fresher Software Engineer to assist in developing web applications. Strong grasp of Java, JavaScript, React.js, and Node.js required. Familiarity with TypeScript, SQL databases, and Azure cloud is highly valued. Contribute to front-end and back-end development, learning new technologies and best practices from senior engineers.","Role: Software Engineer (Intern/Fresher). Skills: Java, JavaScript, C#, React.js, Node.js, Express.js, Unity.",0.6,Partial
"Network Security Intern to support our security operations. Requires foundational knowledge in Python, C#, and JavaScript for scripting and automation. Exposure to Linux environments, Bash scripting, and understanding of network protocols like TCP/IP is beneficial. Assist in vulnerability assessments and threat analysis within our secure infrastructure.","Role: Network Security Intern (Intern). Skills: C#, Python, JavaScript, PyTorch, Windows Forms.",0.6,Partial
"Fresher Full-Stack Developer needed to build dynamic web applications. Must be proficient in Java, JavaScript, HTML, CSS, React, and Spring Boot. Experience with TypeScript, SQL databases, and Docker containerization is a significant advantage. Contribute to both front-end user interfaces and back-end API development.","Role: Full-Stack Developer (Fresher). Skills: Java, PHP, JavaScript, HTML, CSS, Spring Boot, Laravel, React, React Router, Axios, Redux.",0.6,Partial
"Fresher Mobile Developer to craft engaging cross-platform applications. Essential skills include Dart, Flutter, React-Native, Java, and JavaScript. Exposure to native mobile development (Swift/Kotlin), Firebase, and GraphQL is a strong plus. Build responsive UI/UX and integrate robust backend services for our innovative mobile projects.","Role: Mobile Developer (Fresher). Skills: Dart, JavaScript, TypeScript, Java, Flutter, NestJS, React-Native, React-Dom, GetX, Provider, Riverpod, Spring.",0.6,Partial
"Seeking a Senior Backend Lead (7+ years) to architect and scale systems. Drive development with Dart, Python, Java, C#, Node.js, and Flutter. Lead and mentor a team, ensuring robust backend solutions and Android development. Innovate and optimize our core services, defining technical roadmaps.","Role: Backend Developer (Junior). Skills: Dart, Python, C, C#, Java, Flutter, Node.js, Android.",0.2,Seniority_Mismatch
"We need a Senior Software Engineering Manager (7+ years). Lead full-stack teams developing with Java, JavaScript, C#, Node.js, Express.js, and React.js. Drive architectural decisions for gaming platforms using Unity. Mentor engineers, ensuring high-quality, performant software delivery and strategic project execution.","Role: Software Engineer (Intern/Fresher). Skills: Java, JavaScript, C#, React.js, Node.js, Express.js, Unity.",0.2,Seniority_Mismatch
"Hiring a Senior Network Security Architect (7+ years). Lead advanced security projects utilizing C#, Python, and JavaScript for robust solutions. Design and implement secure systems incorporating PyTorch for threat detection. Manage security protocols and strategic Windows Forms-based tool development. Strategic vision essential.","Role: Network Security Intern (Intern). Skills: C#, Python, JavaScript, PyTorch, Windows Forms.",0.2,Seniority_Mismatch
"Senior Full-Stack Engineering Director sought (7+ years experience). Oversee complex web applications using Java, PHP, JavaScript, Spring Boot, and Laravel. Architect scalable frontends with React, Redux, Axios, React Router, HTML, CSS. Lead multiple teams, define tech strategy, and drive innovation.","Role: Full-Stack Developer (Fresher). Skills: Java, PHP, JavaScript, HTML, CSS, Spring Boot, Laravel, React, React Router, Axios, Redux.",0.2,Seniority_Mismatch
"Seeking a Principal Mobile Engineering Manager (7+ years). Lead innovative mobile strategy with Dart, Flutter, React-Native, and Java. Design scalable architectures using NestJS, Spring. Expertise with GetX, Provider, Riverpod for state management is critical. Guide teams developing cutting-edge applications and frameworks.","Role: Mobile Developer (Fresher). Skills: Dart, JavaScript, TypeScript, Java, Flutter, NestJS, React-Native, React-Dom, GetX, Provider, Riverpod, Spring.",0.2,Seniority_Mismatch
"We are seeking a Junior Game Developer to contribute to our innovative console and PC game titles. The ideal candidate will have foundational experience with game engines like Unreal Engine 5 or Godot, 3D graphics APIs such as OpenGL/DirectX, and proficiency in C++ for performance-critical systems. Join our passionate team to craft immersive interactive experiences.","Role: Backend Developer (Junior). Skills: Dart, Python, C, C#, Java, Flutter, Node.js, Android.",0.1,Tech_Mismatch
"Seeking an enthusiastic Cloud Operations Intern to assist in managing our scalable cloud infrastructure. Responsibilities include deploying and monitoring services on AWS/Azure, contributing to CI/CD pipeline automation using Jenkins/GitLab CI, and learning infrastructure-as-code with Terraform. Familiarity with Docker and Kubernetes is a plus. Gain hands-on experience in modern cloud practices.","Role: Software Engineer (Intern/Fresher). Skills: Java, JavaScript, C#, React.js, Node.js, Express.js, Unity.",0.1,Tech_Mismatch
"We're looking for an Embedded Software Intern to develop firmware for our IoT devices. The role involves programming microcontrollers in C/C++, working with RTOS (e.g., FreeRTOS), and debugging hardware. Experience with schematic reading and using oscilloscopes is beneficial. Join us to build innovative solutions at the intersection of software and hardware.","Role: Network Security Intern (Intern). Skills: C#, Python, JavaScript, PyTorch, Windows Forms.",0.1,Tech_Mismatch
"Seeking a Junior Data Engineer to build and maintain robust data pipelines for large-scale analytics. Responsibilities include designing ETL processes using tools like Apache Nifi, working with distributed systems such as Hadoop/Spark, and managing NoSQL databases like Cassandra. Familiarity with cloud data platforms (e.g., Google BigQuery) is a plus. Shape our data architecture.","Role: Full-Stack Developer (Fresher). Skills: Java, PHP, JavaScript, HTML, CSS, Spring Boot, Laravel, React, React Router, Axios, Redux.",0.1,Tech_Mismatch
"Hiring a Junior Scientific Programmer to develop high-performance computational models for complex simulations. The role requires proficiency in C++ and Fortran, experience with parallel computing frameworks like MPI/OpenMP, and familiarity with Linux environments. Knowledge of numerical methods and GPU programming (CUDA) is highly advantageous. Contribute to cutting-edge research and innovation.","Role: Mobile Developer (Fresher). Skills: Dart, JavaScript, TypeScript, Java, Flutter, NestJS, React-Native, React-Dom, GetX, Provider, Riverpod, Spring.",0.1,Tech_Mismatch
"Seeking a Junior Fullstack Developer proficient in Java, Javascript, Python, and SQL. The ideal candidate will have hands-on experience with Spring Boot and Node.js for developing robust web applications. Join our team to build scalable fullstack solutions and contribute to cutting-edge projects, enhancing your development expertise across diverse technologies.","Role: Fullstack Developer (Junior). Skills: Java, Javascript, Python, SQL, Spring Boot, Node.js.",1.0,Positive
"We are hiring a Fresher Software Developer with foundational knowledge in C#, Java, .NET Core, and Laravel. Experience with Android SDK, EF Core, Retrofit, Gson, XML, Razor Pages, and Bootstrap is essential. This role involves developing and maintaining software solutions across multiple platforms, offering a fantastic opportunity to kickstart your career in a dynamic tech environment.","Role: Software Developer (Fresher). Skills: C#, Java, .NET Core, Laravel, Android SDK, EF Core, Retrofit, Gson, XML, Razor Pages, Bootstrap.",1.0,Positive
"Seeking an Intern/Fresher AI/NLP Engineer. Proficient in Python, Java, and PyTorch, with practical experience in Unsloth, Transformer models, and DeepSpeed. Familiarity with Hugging Face, LangGraph, and LangChain is crucial for developing advanced NLP applications. This role offers hands-on experience in building and deploying innovative AI solutions, driving forward our NLP initiatives.","Role: AI/NLP Engineer (Intern/Fresher). Skills: Python, Java, PyTorch, Unsloth, Transformer, DeepSpeed, Hugging Face, LangGraph, LangChain.",1.0,Positive
"Hiring an Intern AI Engineer skilled in Python and JavaScript. Must have experience with PyTorch, Hugging Face Transformers, TRL, and Unsloth for developing and fine-tuning large language models. This internship provides an exciting opportunity to contribute to cutting-edge AI research, implement machine learning algorithms, and enhance your practical skills in a collaborative environment.","Role: AI Engineer (Intern). Skills: Python, JavaScript, PyTorch, Hugging Face Transformers, TRL, Unsloth.",1.0,Positive
"We are looking for a Junior TEST ENGINEER with strong skills in Java and SQL. The ideal candidate will have hands-on experience with Selenium, JUnit, Cucumber, Apache POI, and Appium. Familiarity with Page Object Model (POM) is essential for developing robust automated test scripts. Join our team to ensure software quality and contribute to our testing frameworks.","Role: TEST ENGINEER (Junior). Skills: Java, SQL, Selenium, JUnit, Cucumber, Apache POI, Appium, Page Object Model (POM).",1.0,Positive
"We are seeking a Junior Fullstack Developer to join our team. The ideal candidate will have experience with Java, SQL, Node.js, and Spring Boot for backend services. Familiarity with cloud platforms like AWS and a willingness to learn Go is essential. Contribute to scalable web applications and microservices architecture.","Role: Fullstack Developer (Junior). Skills: Java, Javascript, Python, SQL, Spring Boot, Node.js.",0.6,Partial
"Seeking a Fresher Software Developer with foundational knowledge in C#, .NET Core, and EF Core. Experience with Bootstrap for UI development and Android SDK is beneficial. The role requires a strong eagerness to learn Azure cloud services and modern frontend frameworks like React. Build robust, scalable applications.","Role: Software Developer (Fresher). Skills: C#, Java, .NET Core, Laravel, Android SDK, EF Core, Retrofit, Gson, XML, Razor Pages, Bootstrap.",0.6,Partial
"We're looking for an Intern/Fresher AI/NLP Engineer. Ideal candidates possess strong Python skills with experience in PyTorch, Hugging Face Transformers, and LangChain for LLM development. Exposure to TensorFlow and cloud ML platforms like AWS SageMaker is highly valued. Contribute to cutting-edge natural language processing projects.","Role: AI/NLP Engineer (Intern/Fresher). Skills: Python, Java, PyTorch, Unsloth, Transformer, DeepSpeed, Hugging Face, LangGraph, LangChain.",0.6,Partial
Seeking an Intern AI Engineer passionate about machine learning. Candidates should have solid Python programming skills and practical experience with PyTorch and Hugging Face Transformers. Exposure to Keras and understanding of cloud ML services like GCP Vertex AI are desirable. Assist in developing and deploying innovative AI solutions.,"Role: AI Engineer (Intern). Skills: Python, JavaScript, PyTorch, Hugging Face Transformers, TRL, Unsloth.",0.6,Partial
We are hiring a Junior Test Engineer with a strong foundation in Java and automated testing frameworks like Selenium and Appium. Experience with JUnit is beneficial. Familiarity with C# and modern web automation tools such as Playwright is a plus. Contribute to ensuring high-quality software releases.,"Role: TEST ENGINEER (Junior). Skills: Java, SQL, Selenium, JUnit, Cucumber, Apache POI, Appium, Page Object Model (POM).",0.6,Partial
"Seeking a Senior Fullstack Engineering Lead with 7+ years of experience to architect and lead complex projects. You will mentor a team, drive technical strategy, and deliver robust solutions using Java, Javascript, Python, SQL, Spring Boot, and Node.js. Shape our product's future.","Role: Fullstack Developer (Junior). Skills: Java, Javascript, Python, SQL, Spring Boot, Node.js.",0.2,Seniority_Mismatch
"We need a visionary Software Development Manager with 7+ years experience. Lead a cross-functional team, define architectural patterns, and drive innovation across multiple platforms. Expertise in C#, Java, .NET Core, Laravel, Android SDK, EF Core, Retrofit, and modern UI frameworks required.","Role: Software Developer (Fresher). Skills: C#, Java, .NET Core, Laravel, Android SDK, EF Core, Retrofit, Gson, XML, Razor Pages, Bootstrap.",0.2,Seniority_Mismatch
"Hiring an AI/NLP Principal Engineer, 7+ years experience, to spearhead our advanced language model initiatives. You will lead research, design scalable architectures, and deploy production-grade systems using Python, Java, PyTorch, Unsloth, Transformers, DeepSpeed, Hugging Face, LangGraph, and LangChain.","Role: AI/NLP Engineer (Intern/Fresher). Skills: Python, Java, PyTorch, Unsloth, Transformer, DeepSpeed, Hugging Face, LangGraph, LangChain.",0.2,Seniority_Mismatch
"Looking for an AI Engineering Director with 7+ years of experience to define and lead our AI product roadmap. Drive the development of cutting-edge models, manage a high-performing team, and establish best practices using Python, JavaScript, PyTorch, Hugging Face Transformers, TRL, and Unsloth.","Role: AI Engineer (Intern). Skills: Python, JavaScript, PyTorch, Hugging Face Transformers, TRL, Unsloth.",0.2,Seniority_Mismatch
"We require a Senior QA Automation Architect with 7+ years of experience to design, implement, and maintain our enterprise-level test automation framework. You'll lead strategy, mentor engineers, and ensure quality using Java, SQL, Selenium, JUnit, Cucumber, Apache POI, Appium, and Page Object Model.","Role: TEST ENGINEER (Junior). Skills: Java, SQL, Selenium, JUnit, Cucumber, Apache POI, Appium, Page Object Model (POM).",0.2,Seniority_Mismatch
"Junior Embedded Software Engineer. Develop firmware for IoT devices using C/C++. Implement real-time operating systems and device drivers. Familiarity with embedded Linux, hardware debugging, and communication protocols like SPI/I2C is essential. Contribute to robust, low-level solutions for industrial automation.","Role: Fullstack Developer (Junior). Skills: Java, Javascript, Python, SQL, Spring Boot, Node.js.",0.1,Tech_Mismatch
"Fresher Cybersecurity Analyst. We seek a proactive individual to monitor and respond to security incidents. Utilize SIEM tools, perform vulnerability assessments, and analyze network traffic using Wireshark. Basic knowledge of penetration testing methodologies and compliance frameworks is a plus for securing critical infrastructure.","Role: Software Developer (Fresher). Skills: C#, Java, .NET Core, Laravel, Android SDK, EF Core, Retrofit, Gson, XML, Razor Pages, Bootstrap.",0.1,Tech_Mismatch
"Intern/Fresher DevOps Engineer. Support CI/CD pipelines and infrastructure automation. Work with Docker, Kubernetes, and cloud platforms like AWS/Azure. Scripting experience in Bash or PowerShell is preferred. Help deploy and maintain scalable applications, ensuring reliability and operational efficiency.","Role: AI/NLP Engineer (Intern/Fresher). Skills: Python, Java, PyTorch, Unsloth, Transformer, DeepSpeed, Hugging Face, LangGraph, LangChain.",0.1,Tech_Mismatch
"Intern Database Administrator. Assist in managing and maintaining our relational database systems. Tasks include database backups, performance monitoring, and user access management. Familiarity with SQL Server or Oracle, and basic T-SQL or PL/SQL scripting, is required to support our critical data infrastructure.","Role: AI Engineer (Intern). Skills: Python, JavaScript, PyTorch, Hugging Face Transformers, TRL, Unsloth.",0.1,Tech_Mismatch
"Junior UI/UX Designer. Create intuitive and engaging user interfaces for our web and mobile applications. Develop wireframes, prototypes, and user flows using Figma or Sketch. Collaborate with product teams to conduct user research and implement design systems. A keen eye for visual aesthetics is crucial.","Role: TEST ENGINEER (Junior). Skills: Java, SQL, Selenium, JUnit, Cucumber, Apache POI, Appium, Page Object Model (POM).",0.1,Tech_Mismatch
"We're hiring a Network Engineer (Intern). This role is perfect for a highly motivated individual passionate about networking. Ideal candidates possess foundational skills in HTML, CSS, Python, Java, and SQL. You will assist in network maintenance and development, applying your technical knowledge to real-world challenges. Excellent learning opportunity.","Role: Network Engineer (Intern). Skills: HTML, CSS, Python, Java, SQL.",1.0,Positive
"Seeking an AI/ML Engineer (Intern/Fresher) for groundbreaking projects. The ideal candidate will have strong programming skills in Python, Java, and C#, with practical experience using OpenCV. You will contribute to developing and implementing innovative AI/ML models. This is an exciting opportunity to launch your career in artificial intelligence.","Role: AI/ML Engineer (Intern/Fresher). Skills: Python, Java, C#, OpenCV.",1.0,Positive
"Hiring a Full Stack Developer (Intern/Fresher). We seek a driven individual proficient in JavaScript, TypeScript, HTML5, CSS3, SASS, PHP, ReactJS (Hooks, Context API), Next.js, TailwindCSS, Node.js, and Spring Boot. You will develop robust web applications, contributing across the entire stack. Join our dynamic team for impactful projects.","Role: Full Stack Developer (Intern/Fresher). Skills: JavaScript, TypeScript, HTML5, CSS3, SASS, PHP, ReactJS, React Hooks, Context API, Next.js, TailwindCSS, Node.js, Spring Boot.",1.0,Positive
"We are looking for a Fullstack Developer (Fresher) with expertise in Dart, Python, Java, JavaScript, SQL, C/C++, C#, HTML/CSS, GDScript, Flutter, and Node.js. Experience with Google Maps API and Gemini API is essential. You'll contribute to diverse projects, developing and deploying innovative solutions across various platforms. Join our innovative team.","Role: Fullstack Developer (Fresher). Skills: Dart, Python, Java, JavaScript, SQL, C/C++, C#, HTML/CSS, GDScript, Flutter, Node.js, Google Maps API, Gemini API.",1.0,Positive
"Exciting opportunity for a Junior Web Developer Intern (Intern/Fresher)! We're seeking a passionate individual with solid foundational skills in JavaScript and Node.js. You will support our development team in building and maintaining web applications, gaining hands-on experience with modern web technologies. Great chance to grow your career.","Role: Junior Web Developer Intern (Intern/Fresher). Skills: JavaScript, Node.js.",1.0,Positive
"Seeking a motivated Network Engineer Intern. You'll contribute to network design and support. Requires Python, Java, and SQL knowledge. Experience with Cisco IOS and Linux networking is a plus. Eager to learn and troubleshoot network issues in a dynamic environment.","Role: Network Engineer (Intern). Skills: HTML, CSS, Python, Java, SQL.",0.6,Partial
We're hiring an AI/ML Engineer Intern/Fresher to assist in developing innovative machine learning solutions. Must have Python proficiency and experience with OpenCV. Familiarity with PyTorch and AWS SageMaker is highly valued. Contribute to model training and deployment. Opportunity for growth in a cutting-edge field.,"Role: AI/ML Engineer (Intern/Fresher). Skills: Python, Java, C#, OpenCV.",0.6,Partial
"Seeking a Full Stack Developer Intern/Fresher to join our agile team. Develop robust web applications using JavaScript, ReactJS, Node.js, and Spring Boot. Experience with Docker, PostgreSQL, and Azure is beneficial. Help us build scalable solutions from front-end to back-end. Excellent learning environment.","Role: Full Stack Developer (Intern/Fresher). Skills: JavaScript, TypeScript, HTML5, CSS3, SASS, PHP, ReactJS, React Hooks, Context API, Next.js, TailwindCSS, Node.js, Spring Boot.",0.6,Partial
"Hiring a Fresher Fullstack Developer to build and maintain web and mobile applications. Required: Python, JavaScript, SQL, Flutter, Node.js, and HTML/CSS. Exposure to AWS, Go, and Kubernetes is a plus. Join a team focused on innovative development and continuous learning. Make an impact from day one.","Role: Fullstack Developer (Fresher). Skills: Dart, Python, Java, JavaScript, SQL, C/C++, C#, HTML/CSS, GDScript, Flutter, Node.js, Google Maps API, Gemini API.",0.6,Partial
"Seeking a Junior Web Developer Intern/Fresher to contribute to innovative web projects. Strong JavaScript proficiency is essential. Experience with HTML/CSS, ReactJS, and Node.js is a plus. Exposure to MongoDB or SQL databases is beneficial. Grow your skills in a collaborative, fast-paced environment.","Role: Junior Web Developer Intern (Intern/Fresher). Skills: JavaScript, Node.js.",0.6,Partial
